"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3144174,"February 22, 2025",Pennsylvania,York,"1701 Innovation Dr",1,5,1,0,0,N/A
3144274,"February 21, 2025",Indiana,"Lake Station","6700 block of 9th Ave",4,0,1,0,0,N/A
3141807,"February 18, 2025",Florida,Tampa,"2600 E 28th Ave",1,3,0,0,0,N/A
3140814,"February 16, 2025",Georgia,Decatur,"5300 block of Panola Industrial Blvd",1,4,0,0,0,N/A
3139838,"February 15, 2025",Virginia,Roanoke,"4100 block of Melrose Ave NW",0,4,0,1,1,N/A
3138476,"February 12, 2025",Missouri,"Saint Louis (Ferguson)","7000 block of Halpin Dr",1,3,0,0,0,N/A
3136711,"February 10, 2025",Wyoming,Byron,"239 E Shoshone Ave",4,0,1,0,0,N/A
3135132,"February 9, 2025",California,"Woodland Hills","5850 Winnetka Ave",1,6,0,0,0,N/A
3135318,"February 8, 2025","North Carolina",Raleigh,"1000 block of Auston Grove Dr",0,4,0,0,0,N/A
3134984,"February 8, 2025",Arizona,"Casa Grande","500 block of W 13th Pl",1,5,0,0,0,N/A
3134788,"February 8, 2025",Oklahoma,Tulsa,"11800 block of E 21st St",2,2,0,0,3,N/A
3134608,"February 7, 2025",Georgia,Atlanta,"Lakewood Ave SE and Lethea St SE",0,4,0,0,0,N/A
3134167,"February 6, 2025",Florida,Quincy,"3749 Pat Thomas Pkwy",2,3,1,0,0,N/A
3131985,"February 4, 2025",Ohio,"New Albany","8825 Smiths Mill Rd N",2,4,0,0,1,N/A
3130376,"February 2, 2025",Pennsylvania,Allentown,"1500 Union Blvd",1,3,0,0,2,N/A
3129861,"February 1, 2025",Oregon,Clatskanie,"Quincy Mayger Rd and Ilmari Rd",1,3,1,0,0,N/A
3129663,"January 31, 2025",California,"Los Angeles","13200 block of Jarvis Avenue",2,5,0,0,0,N/A
3127740,"January 29, 2025",Tennessee,Memphis,"900 block of College Park Dr",2,2,0,1,1,N/A
3125975,"January 27, 2025",Indiana,Elkhart,"575 E Jackson Blvd",2,2,1,0,0,N/A
3126004,"January 26, 2025",Virginia,"Richmond (Bon Air)","10016 Robious Rd",0,5,0,0,1,N/A
3124977,"January 26, 2025",Texas,Amarillo,"709 S Polk St",1,8,0,0,1,N/A
3124458,"January 25, 2025",Tennessee,Memphis,"2590 Park Ave",0,4,0,0,1,N/A
3123627,"January 24, 2025",Alabama,Mobile,"1200 Murray Hill Ct",1,3,0,0,1,N/A
3121297,"January 22, 2025",California,"Los Angeles","600 block of S Alvarado St",0,5,0,1,1,N/A
3122078,"January 22, 2025",Texas,"San Antonio","18777 Stone Oak Pkwy",0,7,1,0,0,N/A
3121802,"January 22, 2025",Maryland,Baltimore,"5400 block of York Rd",1,3,0,0,0,N/A
3121591,"January 21, 2025",Minnesota,Minneapolis,"W 29th St and Pleasant Ave",0,4,0,0,0,N/A
3119395,"January 19, 2025",Florida,"Boynton Beach","500 block of NE 2nd St",0,5,1,0,0,N/A
3118521,"January 18, 2025",Louisiana,"New Orleans (River Ridge)","10133 Stephen Dr",2,2,1,0,0,N/A
3116474,"January 16, 2025",Colorado,"Colorado Springs","7000 block of Dove Creek Cir",1,3,0,0,5,N/A
3115486,"January 14, 2025",Texas,Houston,"12867 Greens Bayou St",2,2,0,0,0,N/A
3114020,"January 12, 2025",Nebraska,Omaha,"N 24th St and Binney St",1,4,0,0,0,N/A
3113477,"January 11, 2025",Louisiana,Dubberly,"5185 State Rte 531",0,6,0,0,4,N/A
3109523,"January 5, 2025",Arizona,Tucson,"3000 S Mission Rd",0,4,0,0,1,N/A
3108706,"January 3, 2025","District of Columbia",Washington,"1500 block of Harry Thomas Way NE",0,4,0,1,1,N/A
3107148,"January 1, 2025","New York","Corona (Queens)","91-12 144th Pl",0,10,0,0,0,N/A
3106647,"January 1, 2025",Illinois,Kankakee,"1845 Pierson Pkwy",2,5,0,0,0,N/A
3106379,"January 1, 2025",Louisiana,"New Orleans","Bourbon St and Iberville St",1,7,1,0,0,N/A
3107042,"January 1, 2025",Texas,Dallas,"2900 block of St George Dr",1,3,0,0,1,N/A
3106715,"December 31, 2024",California,Oakland,"200 block of Second St",1,3,0,0,0,N/A
3107076,"December 31, 2024",Mississippi,Natchez,"Finger Ln and Lower Woodville Rd",1,5,0,0,1,N/A
3105091,"December 30, 2024","New York",Bronx,"3544 White Plains Rd",0,6,0,0,0,N/A
3105154,"December 30, 2024","New York",Rochester,"100 block of Hollenbeck St",0,4,0,0,0,N/A
3103855,"December 28, 2024","West Virginia",Grantsville,"5957 Pine Creek Rd",2,2,0,0,1,N/A
3104385,"December 28, 2024",California,"Signal Hill","1005 E Burnett St",1,6,0,0,0,N/A
3103407,"December 28, 2024",Louisiana,Vacherie,"5877 LA-18",0,7,0,0,0,N/A
3102259,"December 26, 2024",Georgia,Macon,"1085 Triple Hill Dr",1,6,0,0,0,N/A
3101897,"December 25, 2024",Indiana,Indianapolis,"6402 Meadowlark Dr",1,5,0,0,1,N/A
3102234,"December 25, 2024",Florida,"Homestead (Naranja)","26510 SW 138th Ct",0,4,0,0,1,N/A
3100115,"December 22, 2024",Georgia,Savannah,"2505 Bull St",0,5,0,0,0,N/A
3099823,"December 21, 2024",Kentucky,Louisville,"2200 block of Garland Ave",2,3,0,0,1,N/A
3096143,"December 17, 2024",Maryland,Towson,"8521 Loch Raven Blvd",1,8,0,0,0,N/A
3094796,"December 16, 2024",Wisconsin,Madison,"4901 E Buckeye Rd",2,6,1,0,0,N/A
3094534,"December 15, 2024",Louisiana,"New Orleans","6100 Franklin Ave",2,2,0,0,0,N/A
3094383,"December 15, 2024",Pennsylvania,Philadelphia,"400 block of E Wyoming Ave",1,4,0,0,1,N/A
3094496,"December 14, 2024",Texas,Houston,"10126 Jensen Dr",2,4,0,0,0,N/A
3096566,"December 14, 2024",Utah,"Salt Lake City (West Valley City)","3761 S Oxford Way",4,1,1,0,0,N/A
3094239,"December 14, 2024","New Mexico",Belen,"5 Cam Escondido",4,0,0,0,1,N/A
3094604,"December 14, 2024",Louisiana,Shreveport,"199 Pierremont Rd",1,3,0,0,0,N/A
3096263,"December 13, 2024",Georgia,Valdosta,"1785 W Hill Ave",0,4,0,0,1,N/A
3091264,"December 10, 2024",Florida,"Lake Worth (Lake Worth Beach)","614 Lake Ave",3,1,0,0,1,N/A
3089791,"December 8, 2024",Illinois,Cicero,"W Roosevelt Rd and S Cicero Ave",1,3,0,0,0,N/A
3089589,"December 7, 2024",Georgia,Atlanta,"200 Vineyard Walk",4,0,1,0,0,N/A
3089440,"December 7, 2024",Washington,Seattle,"814 S Ln St",0,5,0,0,0,N/A
3088976,"December 6, 2024",Alabama,Theodore,"5375 Laurendine Rd",1,6,0,0,0,N/A
3085310,"December 2, 2024",Illinois,Chicago,"3511 W 59th St",3,5,0,0,2,N/A
3084870,"December 1, 2024",Florida,Hollywood,"2930 Hollywood Blvd",2,2,0,0,0,N/A
3084917,"December 1, 2024","North Carolina","Red Springs","114 S Main St",0,5,0,0,0,N/A
3084726,"December 1, 2024",Louisiana,"New Orleans","700 block of Canal St",0,4,0,0,1,N/A
3084397,"November 29, 2024",Florida,Bradenton,"5012 15th St E",0,5,0,0,1,N/A
3083179,"November 28, 2024",Texas,"San Antonio","600 block of Potomac St",2,2,0,0,1,N/A
3081839,"November 26, 2024",Tennessee,Jackson,"Wallace Rd and Fairmeadow Cove",1,4,0,0,3,N/A
3081420,"November 25, 2024",Florida,Miami,"1600 block of NW 59th St",0,4,0,0,1,N/A
3080239,"November 24, 2024",Colorado,Denver,"Montview Blvd and Quebec St",0,4,0,0,0,N/A
3115822,"November 24, 2024",Illinois,Venice,"1426 Broadway",0,12,0,0,1,N/A
3080319,"November 24, 2024",Missouri,"Saint Louis","700 block of Carr St",2,3,0,0,0,N/A
3077345,"November 21, 2024",Louisiana,"New Orleans","716 Iberville St",1,3,0,0,2,N/A
3074550,"November 18, 2024",Colorado,Denver,"7150 Leetsdale Dr",0,4,0,0,1,N/A
3074150,"November 17, 2024",Louisiana,"New Orleans","1841 Almonaster Ave",0,9,0,1,1,N/A
3074162,"November 17, 2024",Mississippi,"Sandy Hook","50 block of Sunlight Church Rd",1,3,0,0,1,N/A
3074461,"November 17, 2024",Ohio,Columbus,"1700 block of Parsons Ave",0,4,0,0,0,N/A
3073211,"November 16, 2024",California,Lancaster,"44502 N Tabler Ave",4,0,0,0,1,N/A
3073900,"November 16, 2024",California,Riverside,"11240 Town and Country Dr",0,4,0,0,1,N/A
3073377,"November 15, 2024",California,"National City","1003 N Ave",1,4,0,0,1,N/A
3068250,"November 10, 2024",Alabama,Tuskegee,"1200 W Montgomery Rd",1,15,0,0,2,N/A
3069059,"November 10, 2024",Kansas,Wichita,"1918 S. Laura St",4,0,1,0,0,N/A
3068792,"November 10, 2024",Georgia,Atlanta,"807 Conley Rd SE",0,4,0,0,0,N/A
3070076,"November 10, 2024",Mississippi,Laurel,"711 N 10th Ave",0,5,0,0,1,N/A
3068207,"November 9, 2024",Louisiana,Lafayette,"405 E University Dr",2,2,0,0,6,N/A
3066982,"November 8, 2024",Pennsylvania,"Mount Joy","330 E Main St",2,2,1,0,0,N/A
3067777,"November 8, 2024",Virginia,Lynchburg,"6113 Fort Ave",0,5,0,0,0,N/A
3066653,"November 7, 2024",Pennsylvania,Pittsburgh,"800 block of Mt Pleasant Rd",1,3,0,0,1,N/A
3066278,"November 7, 2024",Minnesota,Duluth,"6009 Tacony St",4,0,1,0,0,N/A
3063083,"November 3, 2024",Oklahoma,Stillwater,"2020 E Lakeview Rd",0,4,0,0,0,N/A
3063027,"November 3, 2024",Michigan,Detroit,"6300 block of Devereaux St",2,5,0,0,3,N/A
3062297,"November 2, 2024",Maryland,Elkton,"50 block of Chestnut Dr",2,2,0,0,1,N/A
3062444,"November 2, 2024",Nevada,Reno,"715 S Virginia St",1,3,0,0,1,N/A
3061364,"November 1, 2024",Florida,Orlando,"E Central Blvd and N Orange Ave",2,7,0,0,1,N/A
3061376,"November 1, 2024",Colorado,"Denver (Northglenn)","248 Belford Dr",3,3,0,0,0,N/A
3061407,"November 1, 2024",Connecticut,"New Haven","Church St and Center St",0,4,0,1,1,N/A
3061008,"October 31, 2024",Delaware,Wilmington,"1300 block of E 28th St",1,3,0,0,0,N/A
3060963,"October 30, 2024",Florida,"Dade City","Starline Dr",0,4,0,0,0,N/A
3058359,"October 28, 2024",Tennessee,Memphis,"3717 Robin Park Cir",0,5,0,0,0,N/A
3057385,"October 27, 2024",Michigan,Kalamazoo,"1100 block of W Paterson St",0,6,0,0,0,N/A
3059425,"October 27, 2024",Mississippi,Clarksdale,"1400 block of Choctaw St",1,3,0,0,0,N/A
3057339,"October 27, 2024",California,Redding,"21199 CA-299",1,5,0,0,1,N/A
3057226,"October 27, 2024",Texas,"Corpus Christi","5400 block of S Staples St",2,2,0,0,0,N/A
3057212,"October 27, 2024",Texas,"Corpus Christi","1000 block of Winnebago St",0,5,0,0,0,N/A
3056901,"October 26, 2024",Pennsylvania,"Mc Kees Rocks","Meyers St and Ridge Way",2,2,0,0,0,N/A
3057141,"October 26, 2024","North Carolina",Durham,"231 Eagle Campus Dr",0,4,0,0,1,N/A
3057300,"October 26, 2024",California,Fresno,"L St and Amador St",0,6,0,0,0,N/A
3059693,"October 26, 2024",Alabama,"Union Springs","300 block of Waugh St",2,3,0,0,0,N/A
3056266,"October 24, 2024",Texas,Waco,"1700 block of N 7th St",0,4,0,0,0,N/A
3054690,"October 23, 2024",Alabama,Montgomery,"1000 block of Liberty Square Dr",1,4,0,0,3,N/A
3052758,"October 21, 2024",Washington,"Fall City","7715 Lake Alice Rd SE",5,1,0,0,1,N/A
3052028,"October 20, 2024",Tennessee,Jackson,"2310 N Highland Ave",1,8,0,0,1,N/A
3051984,"October 20, 2024",Louisiana,"Baton Rouge","9702 Greenwell Springs Rd",1,5,0,0,1,N/A
3051041,"October 19, 2024",Pennsylvania,Philadelphia,"2517 N Jessup St",0,7,0,0,0,N/A
3051689,"October 19, 2024",Indiana,"Fort Wayne","4911 Manistee Dr",0,10,1,0,0,N/A
3051717,"October 19, 2024",Georgia,Albany,"504 College Dr",1,4,0,0,1,N/A
